player,date,is_b2b,proj_pts,actual_pts,diff,notes
Jalen Suggs,2025-12-31,False,17.5,11,6.5, [GENERALIST] +ISO_SCORER
Wendell Carter Jr.,2025-12-31,False,11.0,6,5.0, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
Jarace Walker,2025-12-31,False,7.5,9,-1.5, [GENERALIST]
Anthony Black,2025-12-31,False,18.5,15,3.5, [GENERALIST] +TRANSITION | Fast Break Edge | Hustle Guard
Andrew Nembhard,2025-12-31,False,16.3,19,-2.6999999999999993, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Drop Edge
Pascal Siakam,2025-12-31,False,21.0,26,-5.0, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Tax | Hustle Guard
Paolo Banchero,2025-12-31,False,19.5,29,-9.5, [HUB_BIG] / JUMBO_CREATOR +ISO_SCORER+P&R_HANDLER
Bennedict Mathurin,2025-12-31,False,14.3,23,-8.7, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Aaron Nesmith,2025-12-31,False,8.0,9,-1.0, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Desmond Bane,2025-12-31,False,18.4,18,0.3999999999999986, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Tyus Jones,2025-12-31,False,4.4,4,0.40000000000000036, [GENERALIST]
Ben Sheppard,2025-12-31,False,4.6,12,-7.4, [GENERALIST]
Micah Potter,2025-12-31,False,4.1,8,-3.9000000000000004, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
T.J. McConnell,2025-12-31,False,7.1,4,3.0999999999999996, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Jarrett Allen,2025-12-31,False,10.0,16,-6.0, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Blitz | Roll Man Tax | Hustle Guard
Craig Porter Jr.,2025-12-31,False,3.6,2,1.6, [GENERALIST]
Evan Mobley,2025-12-31,False,14.8,16,-1.1999999999999993, [GENERALIST] +P&R_ROLL_MAN+TRANSITION | Roll Man Tax | Hustle Guard
Jordan Goodwin,2025-12-31,False,10.3,4,6.300000000000001, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Donovan Mitchell,2025-12-31,False,24.1,34,-9.899999999999999, [ELITE_SCORER] +ISO_SCORER+TRANSITION | ISO Tax vs Blitz
Dillon Brooks,2025-12-31,False,19.5,20,-0.5, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Oso Ighodaro,2025-12-31,False,4.2,0,4.2, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop | Hustle Guard
Devin Booker,2025-12-31,False,23.3,32,-8.7, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Jaylon Tyson,2025-12-31,False,11.8,18,-6.199999999999999, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Roll Man Tax | Hustle Guard
Ryan Dunn,2025-12-31,False,5.5,6,-0.5, [GENERALIST] +P&R_ROLL_MAN+POST_UP | Roll Man vs Drop
Darius Garland,2025-12-31,False,16.9,19,-2.1000000000000014, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Blitz Tax | ISO Tax vs Blitz
Sam Merrill,2025-12-31,False,9.3,16,-6.699999999999999, [GENERALIST] +SPOT_UP
Royce O'Neale,2025-12-31,False,6.4,9,-2.5999999999999996, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Mark Williams,2025-12-31,False,10.1,2,8.1, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax | Hustle Guard
Dean Wade,2025-12-31,False,6.0,5,1.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Collin Gillespie,2025-12-31,False,12.8,17,-4.199999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Trey Murphy III,2025-12-31,False,17.1,15,2.1000000000000014, [GENERALIST] +SPOT_UP+TRANSITION | Transition Chaos | Hustle Guard
Jordan Poole,2025-12-31,False,15.7,26,-10.3, [SNIPER] +P&R_HANDLER | PnR Handler vs Funnel
Kevin Huerter,2025-12-31,False,8.7,13,-4.300000000000001, [GENERALIST] +SPOT_UP | Spot-Up Tax
Kevon Looney,2025-12-31,False,1.9,2,-0.10000000000000009, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Derik Queen,2025-12-31,False,13.9,9,4.9, [HUB_BIG] / JUMBO_CREATOR
Ayo Dosunmu,2025-12-31,False,10.0,12,-2.0, [GENERALIST] +SPOT_UP | Spot-Up Tax
Jeremiah Fears,2025-12-31,False,13.5,5,8.5, [GENERALIST] +TRANSITION | Transition Chaos
Isaac Okoro,2025-12-31,False,7.4,24,-16.6, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Small Ball | Cutter vs Small Ball
Matas Buzelis,2025-12-31,False,12.0,19,-7.0, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up Tax | Roll Man vs Small Ball
Nikola Vučević,2025-12-31,False,13.5,17,-3.5, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up Tax | Roll Man vs Small Ball | Hustle Guard
Zion Williamson,2025-12-31,False,19.2,31,-11.8, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Chaos | Hustle Guard
Yves Missi,2025-12-31,False,3.1,3,0.10000000000000009, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN
Saddiq Bey,2025-12-31,False,16.8,16,0.8000000000000007, [GENERALIST] | Hustle Guard
Jalen Smith,2025-12-31,False,5.6,14,-8.4, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball | Hustle Guard
Tre Jones,2025-12-31,False,9.7,20,-10.3, [GENERALIST]
Patrick Williams,2025-12-31,False,5.7,12,-6.3, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Miles McBride,2025-12-31,False,9.6,21,-11.4, [GENERALIST] +SPOT_UP+P&R_HANDLER | Spot-Up vs Pack | P&R Drop Edge
Harrison Barnes,2025-12-31,False,10.9,7,3.9000000000000004, [GENERALIST] +SPOT_UP | Spot-Up Tax
Luke Kornet,2025-12-31,False,6.3,7,-0.7000000000000002, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Small Ball | Putback vs Small | Hustle Guard
Jalen Brunson,2025-12-31,False,26.5,29,-2.5, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Dylan Harper,2025-12-31,False,11.5,2,9.5, [GENERALIST]
Julian Champagnie,2025-12-31,False,7.1,36,-28.9, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Small Ball | Spot-Up Tax | Hustle Guard
Karl-Anthony Towns,2025-12-31,False,18.6,20,-1.3999999999999986, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack | Hustle Guard
De'Aaron Fox,2025-12-31,False,17.5,26,-8.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | ISO vs Perimeter
OG Anunoby,2025-12-31,False,14.4,9,5.4, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Victor Wembanyama,2025-12-31,False,17.8,31,-13.2, [GENERALIST] | Hustle Guard
Jordan Clarkson,2025-12-31,False,9.0,20,-11.0, [GENERALIST]
Mikal Bridges,2025-12-31,False,13.1,13,0.09999999999999964, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Keldon Johnson,2025-12-31,False,10.2,19,-8.8, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball | Hustle Guard
Stephon Castle,2025-12-31,False,17.5,5,12.5, [GENERALIST] +P&R_HANDLER+TRANSITION
Immanuel Quickley,2025-12-31,False,15.1,22,-6.9, [GENERALIST] +TRANSITION+P&R_HANDLER | Transition Chaos | PnR Handler vs Funnel
Ja'Kobe Walter,2025-12-31,False,6.9,2,4.9, [GENERALIST]
Spencer Jones,2025-12-31,False,7.1,6,1.0999999999999996, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Jamal Shead,2025-12-31,False,9.0,2,7.0, [FACILITATOR]
Collin Murray-Boyles,2025-12-31,False,5.6,6,-0.40000000000000036, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN
RJ Barrett,2025-12-31,False,13.9,17,-3.0999999999999996, [GENERALIST] +SPOT_UP | Hustle Guard
Brandon Ingram,2025-12-31,False,20.8,30,-9.2, [GENERALIST] +SPOT_UP+ISO_SCORER | Hustle Guard
Tim Hardaway Jr.,2025-12-31,False,11.9,9,2.9000000000000004, [GENERALIST] +SPOT_UP
DaRon Holmes II,2025-12-31,False,3.1,11,-7.9, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Scottie Barnes,2025-12-31,False,16.3,20,-3.6999999999999993, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Transition Chaos
Peyton Watson,2025-12-31,False,10.3,24,-13.7, [GENERALIST]
Jonas Valančiūnas,2025-12-31,False,6.4,17,-10.6, [GENERALIST] +POST_UP+OFF_BALL_CUTTER | Cutter vs Blitz
Jamal Murray,2025-12-31,False,21.8,21,0.8000000000000007, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax
Jalen Pickett,2025-12-31,False,3.5,10,-6.5, [GENERALIST]
Bruce Brown,2025-12-31,False,7.1,8,-0.9000000000000004, [GENERALIST]
Myles Turner,2025-12-31,False,12.1,13,-0.9000000000000004, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Giannis Antetokounmpo,2025-12-31,False,16.6,33,-16.4, [GENERALIST]
Kevin Porter Jr.,2025-12-31,False,17.7,19,-1.3000000000000007, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel | Hustle Guard
Bobby Portis,2025-12-31,False,13.3,13,0.3000000000000007, [GENERALIST] +SPOT_UP | Hustle Guard
CJ McCollum,2025-12-31,False,17.6,18,-0.3999999999999986, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Khris Middleton,2025-12-31,False,11.1,0,11.1, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Alex Sarr,2025-12-31,False,12.3,20,-7.699999999999999, [GENERALIST] +TRANSITION | Transition Tax | Hustle Guard
Tre Johnson,2025-12-31,False,10.6,14,-3.4000000000000004, [GENERALIST]
AJ Green,2025-12-31,False,7.7,9,-1.2999999999999998, [GENERALIST] +SPOT_UP+TRANSITION | Transition Chaos
Bilal Coulibaly,2025-12-31,False,11.5,10,1.5, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop | Hustle Guard
Marvin Bagley III,2025-12-31,False,10.5,9,1.5, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop | Hustle Guard
Kyle Kuzma,2025-12-31,False,11.9,5,6.9, [GENERALIST]
Ryan Rollins,2025-12-31,False,13.8,16,-2.1999999999999993, [GENERALIST] +P&R_HANDLER+TRANSITION | PnR Handler vs Funnel | Transition Chaos
AJ Johnson,2025-12-31,False,0.8,8,-7.2, [GENERALIST]
Bub Carrington,2025-12-31,False,10.8,20,-9.2, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Justin Champagnie,2025-12-31,False,8.2,12,-3.8000000000000007, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Shaedon Sharpe,2025-12-31,False,21.0,14,7.0, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Branden Carlson,2025-12-31,False,4.0,12,-8.0, [GENERALIST] +P&R_ROLL_MAN+POST_UP
Aaron Wiggins,2025-12-31,False,6.6,2,4.6, [GENERALIST]
Jalen Williams,2025-12-31,False,17.1,13,4.100000000000001, [GENERALIST] +TRANSITION+ISO_SCORER | Fast Break Edge
Caleb Love,2025-12-31,False,9.1,10,-0.9000000000000004, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Donovan Clingan,2025-12-31,False,9.6,6,3.5999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Robert Williams III,2025-12-31,False,5.2,8,-2.8, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Luguentz Dort,2025-12-31,False,7.6,12,-4.4, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Shai Gilgeous-Alexander,2025-12-31,False,24.2,30,-5.800000000000001, [GENERALIST] +ISO_SCORER+P&R_HANDLER
Isaiah Joe,2025-12-31,False,4.0,15,-11.0, [GENERALIST] +SPOT_UP
Deni Avdija,2025-12-31,False,23.5,17,6.5, [JUMBO_CREATOR] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax | Hustle Guard
Toumani Camara,2025-12-31,False,11.7,6,5.699999999999999, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Sidy Cissoko,2025-12-31,False,7.2,19,-11.8, [GENERALIST]
Kris Murray,2025-12-31,False,5.2,10,-4.8, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax
Ajay Mitchell,2025-12-31,False,9.6,17,-7.4, [GENERALIST] +TRANSITION | Fast Break Edge
Cason Wallace,2025-12-31,False,6.7,5,1.7000000000000002, [GENERALIST]
Chet Holmgren,2025-12-31,False,14.0,12,2.0, [GENERALIST] | Hustle Guard
Isaiah Stewart,2026-01-01,False,8.7,6,2.6999999999999993, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Jaden Ivey,2026-01-01,False,7.4,2,5.4, [GENERALIST]
Andrew Wiggins,2026-01-01,False,12.9,17,-4.1, [GENERALIST]
Cade Cunningham,2026-01-01,False,20.6,31,-10.399999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax | Hustle Guard
Marcus Sasser,2026-01-01,False,3.4,18,-14.6, [GENERALIST]
Duncan Robinson,2026-01-01,False,8.9,9,-0.09999999999999964, [GENERALIST] +SPOT_UP+TRANSITION
Ausar Thompson,2026-01-01,False,11.8,12,-0.1999999999999993, [GENERALIST]
Norman Powell,2026-01-01,False,20.6,36,-15.399999999999999, [GENERALIST] +TRANSITION+SPOT_UP | Transition Tax | Spot-Up vs Pack
Kel'el Ware,2026-01-01,False,9.5,4,5.5, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Jaime Jaquez Jr.,2026-01-01,False,15.4,19,-3.5999999999999996, [GENERALIST] +TRANSITION+P&R_HANDLER | Transition Tax | P&R Drop Edge
Davion Mitchell,2026-01-01,False,7.8,8,-0.20000000000000018, [FACILITATOR] +TRANSITION | Transition Tax
Javonte Green,2026-01-01,False,6.0,11,-5.0, [GENERALIST]
Jalen Duren,2026-01-01,False,13.6,12,1.5999999999999996, [RIM_RUNNER]
Bam Adebayo,2026-01-01,False,15.5,15,0.5, [GENERALIST] | Hustle Guard
Kris Dunn,2026-01-01,False,6.6,2,4.6, [GENERALIST]
Brice Sensabaugh,2026-01-01,False,8.6,20,-11.4, [GENERALIST]
Brook Lopez,2026-01-01,False,7.3,3,4.3, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP
Kyle Anderson,2026-01-01,False,5.6,22,-16.4, [GENERALIST]
Cody Williams,2026-01-01,False,4.3,18,-13.7, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Svi Mykhailiuk,2026-01-01,False,6.5,5,1.5, [GENERALIST]
Nicolas Batum,2026-01-01,False,4.2,14,-9.8, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Taylor Hendricks,2026-01-01,False,5.2,5,0.20000000000000018, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Walter Clayton Jr.,2026-01-01,False,6.7,9,-2.3, [GENERALIST]
John Collins,2026-01-01,False,10.5,8,2.5, [GENERALIST] +P&R_ROLL_MAN
Kyle Filipowski,2026-01-01,False,9.6,4,5.6, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball | Hustle Guard
Isaiah Collier,2026-01-01,False,7.8,16,-8.2, [FACILITATOR]
James Harden,2026-01-01,False,22.4,20,2.3999999999999986, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Derrick Jones Jr.,2026-01-01,False,5.0,10,-5.0, [GENERALIST] +P&R_ROLL_MAN
Kobe Sanders,2026-01-01,False,4.4,10,-5.6, [GENERALIST]
Kawhi Leonard,2026-01-01,False,24.5,45,-20.5, [ELITE_SCORER] +ISO_SCORER+TRANSITION | Transition Chaos
Keon Ellis,2026-01-01,False,5.4,16,-10.6, [GENERALIST]
Sam Hauser,2026-01-01,False,6.2,15,-8.8, [GENERALIST] +SPOT_UP
Anfernee Simons,2026-01-01,False,11.5,14,-2.5, [GENERALIST] +ISO_SCORER
DeMar DeRozan,2026-01-01,False,16.5,25,-8.5, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Luka Garza,2026-01-01,False,6.2,11,-4.8, [GENERALIST] +P&R_ROLL_MAN
Keegan Murray,2026-01-01,False,13.0,7,6.0, [GENERALIST] | Hustle Guard
Maxime Raynaud,2026-01-01,False,12.8,12,0.8000000000000007, [RIM_RUNNER] +P&R_ROLL_MAN | Roll Man vs Drop
Neemias Queta,2026-01-01,False,8.0,13,-5.0, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Jaylen Brown,2026-01-01,False,26.8,29,-2.1999999999999993, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel | Hustle Guard
Payton Pritchard,2026-01-01,False,15.0,16,-1.0, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel
Russell Westbrook,2026-01-01,False,15.8,10,5.800000000000001, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax | Hustle Guard
Nique Clifford,2026-01-01,False,8.0,0,8.0, [GENERALIST]
Derrick White,2026-01-01,False,18.5,16,2.5, [GENERALIST] +ISO_SCORER+TRANSITION | Transition Chaos
Precious Achiuwa,2026-01-01,False,7.7,14,-6.3, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop
Tari Eason,2026-01-01,False,9.3,15,-5.699999999999999, [GENERALIST] +SPOT_UP
Reed Sheppard,2026-01-01,False,11.6,14,-2.4000000000000004, [GENERALIST] +P&R_HANDLER | P&R Blitz Tax
Danny Wolf,2026-01-01,False,8.4,9,-0.5999999999999996, [GENERALIST]
Cam Thomas,2026-01-01,False,16.9,21,-4.100000000000001, [GENERALIST] +ISO_SCORER | ISO Tax vs Blitz
Day'Ron Sharpe,2026-01-01,False,6.2,8,-1.7999999999999998, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Blitz | Hustle Guard
Tyrese Martin,2026-01-01,False,6.0,3,3.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Nolan Traore,2026-01-01,False,4.0,3,1.0, [GENERALIST]
Kevin Durant,2026-01-01,False,19.7,22,-2.3000000000000007, [GENERALIST] +ISO_SCORER+SPOT_UP | ISO Tax vs Blitz
Josh Okogie,2026-01-01,False,4.6,5,-0.40000000000000036, [GENERALIST]
Ziaire Williams,2026-01-01,False,7.5,14,-6.5, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man Tax
Jalen Wilson,2026-01-01,False,2.6,8,-5.4, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Alperen Sengun,2026-01-01,False,20.9,20,0.8999999999999986, [HUB_BIG] / JUMBO_CREATOR +TRANSITION
Amen Thompson,2026-01-01,False,15.7,23,-7.300000000000001, [HUB_BIG] / JUMBO_CREATOR +TRANSITION
Noah Clowney,2026-01-01,False,14.1,11,3.0999999999999996, [GENERALIST] +SPOT_UP
Drake Powell,2026-01-01,False,3.8,8,-4.2, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Paul George,2026-01-01,False,15.5,14,1.5, [GENERALIST]
Joel Embiid,2026-01-01,False,25.9,22,3.8999999999999986, [GENERALIST] | Hustle Guard
Ryan Nembhard,2026-01-01,False,7.4,9,-1.5999999999999996, [FACILITATOR] +P&R_HANDLER | P&R Drop Edge
Quentin Grimes,2026-01-01,False,10.0,19,-9.0, [GENERALIST]
Max Christie,2026-01-01,False,8.5,18,-9.5, [GENERALIST] +TRANSITION | Transition Tax
Brandon Williams,2026-01-01,False,11.5,14,-2.5, [GENERALIST]
Naji Marshall,2026-01-01,False,12.4,9,3.4000000000000004, [GENERALIST] +TRANSITION | Transition Tax
Tyrese Maxey,2026-01-01,False,24.3,34,-9.7, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | ISO Mismatch | ISO vs Perimeter
Anthony Davis,2026-01-01,False,18.3,13,5.300000000000001, [RIM_RUNNER] +POST_UP
VJ Edgecombe,2026-01-01,False,15.6,23,-7.4, [GENERALIST] +TRANSITION
Cooper Flagg,2026-01-01,False,20.7,12,8.7, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge | Hustle Guard
Branden Carlson,2026-01-02,False,4.9,15,-10.1, [GENERALIST] +P&R_ROLL_MAN+POST_UP
Brandin Podziemski,2026-01-02,False,9.4,12,-2.5999999999999996, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Jalen Williams,2026-01-02,False,16.4,12,4.399999999999999, [GENERALIST] +TRANSITION+ISO_SCORER
Ajay Mitchell,2026-01-02,False,9.9,11,-1.0999999999999996, [GENERALIST] +TRANSITION
Gui Santos,2026-01-02,False,4.0,9,-5.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Buddy Hield,2026-01-02,False,5.7,11,-5.3, [GENERALIST]
Pat Spencer,2026-01-02,False,7.2,3,4.2, [GENERALIST]
Luguentz Dort,2026-01-02,False,7.7,11,-3.3, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Moses Moody,2026-01-02,False,8.6,13,-4.4, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Chet Holmgren,2026-01-02,False,14.0,15,-1.0, [GENERALIST] | Hustle Guard
Quinten Post,2026-01-02,False,9.1,11,-1.9000000000000004, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Gary Payton II,2026-01-02,False,3.5,2,1.5, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop
Trayce Jackson-Davis,2026-01-02,False,3.7,7,-3.3, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Aaron Wiggins,2026-01-02,False,6.6,15,-8.4, [GENERALIST]
Shai Gilgeous-Alexander,2026-01-02,False,23.5,30,-6.5, [GENERALIST] +ISO_SCORER+P&R_HANDLER
Will Richard,2026-01-02,False,5.4,13,-7.6, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Al Horford,2026-01-02,False,6.5,13,-6.5, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Isaiah Joe,2026-01-02,False,4.7,5,-0.2999999999999998, [GENERALIST] +SPOT_UP
Spencer Jones,2026-01-02,False,6.4,13,-6.6, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Bruce Brown,2026-01-02,False,6.9,0,6.9, [GENERALIST]
Darius Garland,2026-01-02,False,16.8,18,-1.1999999999999993, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel
Jaylon Tyson,2026-01-02,False,11.8,8,3.8000000000000007, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
Nae'Qwan Tomlin,2026-01-02,False,5.7,6,-0.2999999999999998, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER
Craig Porter Jr.,2026-01-02,False,3.4,10,-6.6, [GENERALIST]
Peyton Watson,2026-01-02,False,11.1,21,-9.9, [GENERALIST]
Donovan Mitchell,2026-01-02,False,23.6,33,-9.399999999999999, [ELITE_SCORER] +ISO_SCORER+TRANSITION | Transition Chaos
De'Andre Hunter,2026-01-02,False,11.3,16,-4.699999999999999, [GENERALIST]
Tim Hardaway Jr.,2026-01-02,False,12.1,15,-2.9000000000000004, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Jalen Pickett,2026-01-02,False,4.2,9,-4.8, [GENERALIST]
Jamal Murray,2026-01-02,False,22.7,34,-11.3, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Zeke Nnaji,2026-01-02,False,1.5,13,-11.5, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop
Evan Mobley,2026-01-02,False,14.6,8,6.6, [GENERALIST] +P&R_ROLL_MAN+TRANSITION | Transition Chaos | Hustle Guard
DaRon Holmes II,2026-01-02,False,4.7,3,1.7000000000000002, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Jarrett Allen,2026-01-02,False,10.4,8,2.4000000000000004, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Jalen Brunson,2026-01-02,False,26.8,24,2.8000000000000007, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Miles McBride,2026-01-02,False,11.1,11,0.09999999999999964, [GENERALIST] +SPOT_UP+P&R_HANDLER | PnR Handler vs Funnel
Mikal Bridges,2026-01-02,False,12.4,18,-5.6, [GENERALIST] +P&R_HANDLER+TRANSITION | PnR Handler vs Funnel | Transition Chaos
Jalen Johnson,2026-01-02,False,21.5,18,3.5, [HUB_BIG] / JUMBO_CREATOR +P&R_HANDLER+TRANSITION
Ariel Hukporti,2026-01-02,False,2.2,8,-5.8, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK
Nickeil Alexander-Walker,2026-01-02,False,18.2,23,-4.800000000000001, [SNIPER] +SPOT_UP+TRANSITION
Dyson Daniels,2026-01-02,False,13.5,11,2.5, [JUMBO_CREATOR] / FACILITATOR +TRANSITION | Hustle Guard
Luke Kennard,2026-01-02,False,4.5,12,-7.5, [GENERALIST]
Onyeka Okongwu,2026-01-02,False,14.9,23,-8.1, [STRETCH_BIG] +SPOT_UP
Kevin McCullar Jr.,2026-01-02,False,2.4,0,2.4, [GENERALIST] +OFF_BALL_CUTTER
Zaccharie Risacher,2026-01-02,False,8.5,12,-3.5, [GENERALIST] +P&R_ROLL_MAN
Tyler Kolek,2026-01-02,False,6.2,6,0.20000000000000018, [GENERALIST]
OG Anunoby,2026-01-02,False,14.1,19,-4.9, [GENERALIST] +SPOT_UP
Kelly Olynyk,2026-01-02,False,2.8,10,-7.2, [GENERALIST] +OFF_BALL_CUTTER
Ben Sheppard,2026-01-02,False,7.2,8,-0.7999999999999998, [GENERALIST]
T.J. McConnell,2026-01-02,False,7.3,14,-6.7, [FACILITATOR] +P&R_HANDLER+TRANSITION
Micah Potter,2026-01-02,False,4.6,16,-11.4, [GENERALIST] +P&R_ROLL_MAN
Andrew Nembhard,2026-01-02,False,15.9,19,-3.0999999999999996, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Bennedict Mathurin,2026-01-02,False,15.0,2,13.0, [GENERALIST] +P&R_HANDLER | Hustle Guard
