player,game_date,signal,season_fg,season_min,l5_fg,l5_min,n5_fg,deviation,regression_occurred,filter_status
Noah Clowney,2025-11-23,SELL_HIGH,0.372,25.8,0.457,30.4,0.483,22.8,False,PASSED
Noah Clowney,2025-11-24,SELL_HIGH,0.382,26.5,0.462,30.8,0.482,20.7,False,PASSED
Noah Clowney,2025-12-03,SELL_HIGH,0.408,27.4,0.483,32.4,0.443,18.4,True,PASSED
Noah Clowney,2025-12-04,SELL_HIGH,0.411,27.8,0.482,31.8,0.377,17.2,True,PASSED
Noah Clowney,2025-12-12,SELL_HIGH,0.417,28.1,0.51,29.8,0.339,22.1,True,PASSED
Noah Clowney,2025-12-27,BUY_LOW,0.401,28.2,0.339,28.4,0.38,-15.4,True,PASSED
Noah Clowney,2025-12-29,BUY_LOW,0.401,28.4,0.339,28.6,0.373,-15.3,True,PASSED
Noah Clowney,2026-01-01,BUY_LOW,0.4,28.3,0.327,29.2,0.357,-18.2,True,PASSED
Noah Clowney,2026-01-04,BUY_LOW,0.391,28.2,0.327,28.2,0.367,-16.4,True,PASSED
Norman Powell,2025-12-21,BUY_LOW,0.487,31.1,0.41,32.4,0.447,-15.8,True,PASSED
Norman Powell,2025-12-23,BUY_LOW,0.483,31.3,0.407,34.0,0.473,-15.8,True,PASSED
Norman Powell,2025-12-26,BUY_LOW,0.478,31.4,0.393,34.2,0.494,-17.8,True,PASSED
Norman Powell,2025-12-29,BUY_LOW,0.476,31.4,0.4,33.0,0.56,-16.0,True,PASSED
OG Anunoby,2025-12-29,BUY_LOW,0.459,32.0,0.353,34.2,0.383,-23.1,True,PASSED
OG Anunoby,2025-12-31,BUY_LOW,0.451,32.3,0.35,34.8,0.479,-22.4,True,PASSED
OG Anunoby,2026-01-02,BUY_LOW,0.446,32.3,0.377,35.2,0.489,-15.4,True,PASSED
OG Anunoby,2026-01-03,BUY_LOW,0.443,32.5,0.355,35.4,0.551,-19.9,True,PASSED
Onyeka Okongwu,2025-11-20,SELL_HIGH,0.524,29.7,0.603,30.6,0.493,15.0,True,PASSED
Onyeka Okongwu,2025-11-23,SELL_HIGH,0.526,29.4,0.625,30.4,0.487,18.9,True,PASSED
Oso Ighodaro,2025-11-21,SELL_HIGH,0.561,15.6,0.75,15.6,0.588,33.6,True,PASSED
Oso Ighodaro,2025-11-23,SELL_HIGH,0.559,15.4,0.75,14.4,0.684,34.1,True,PASSED
Oso Ighodaro,2025-11-24,SELL_HIGH,0.557,15.6,0.75,15.6,0.667,34.6,True,PASSED
Oso Ighodaro,2025-11-28,SELL_HIGH,0.557,15.8,0.65,16.4,0.789,16.7,False,PASSED
Pascal Siakam,2025-11-29,SELL_HIGH,0.477,34.5,0.554,33.2,0.495,16.2,True,PASSED
Patrick Williams,2025-11-16,BUY_LOW,0.435,23.0,0.367,23.2,0.353,-15.7,False,PASSED
Patrick Williams,2025-11-29,BUY_LOW,0.396,20.9,0.297,17.6,0.278,-25.0,False,PASSED
Patrick Williams,2025-12-01,BUY_LOW,0.381,20.7,0.27,17.6,0.405,-29.1,True,PASSED
Patrick Williams,2025-12-03,BUY_LOW,0.376,20.5,0.27,18.6,0.429,-28.1,True,PASSED
Patrick Williams,2025-12-05,BUY_LOW,0.379,20.6,0.263,19.6,0.419,-30.5,True,PASSED
Patrick Williams,2025-12-07,BUY_LOW,0.376,20.9,0.289,19.4,0.435,-23.0,True,PASSED
Patrick Williams,2025-12-12,BUY_LOW,0.367,20.9,0.278,20.8,0.458,-24.4,True,PASSED
Paul George,2026-01-01,BUY_LOW,0.403,28.7,0.328,33.8,0.438,-18.5,True,PASSED
Pelle Larsson,2025-11-21,BUY_LOW,0.51,22.2,0.419,26.2,0.341,-17.9,False,PASSED
Pelle Larsson,2025-11-24,BUY_LOW,0.484,23.0,0.37,27.2,0.344,-23.6,False,PASSED
Pelle Larsson,2025-11-29,BUY_LOW,0.465,23.2,0.327,27.0,0.278,-29.7,False,PASSED
Pelle Larsson,2025-12-01,BUY_LOW,0.459,23.2,0.341,26.4,0.48,-25.8,True,PASSED
Pelle Larsson,2025-12-03,BUY_LOW,0.463,22.5,0.3,22.8,0.516,-35.2,True,PASSED
Pelle Larsson,2025-12-05,BUY_LOW,0.455,22.5,0.344,21.0,0.516,-24.4,True,PASSED
Pelle Larsson,2025-12-09,BUY_LOW,0.443,22.4,0.269,19.2,0.548,-39.2,True,PASSED
Peyton Watson,2025-11-15,BUY_LOW,0.434,21.1,0.367,21.8,0.592,-15.5,True,PASSED
Peyton Watson,2025-12-27,SELL_HIGH,0.509,26.8,0.613,24.6,0.486,20.3,True,PASSED
Peyton Watson,2025-12-29,SELL_HIGH,0.516,27.0,0.6,27.0,0.474,16.3,True,PASSED
Precious Achiuwa,2025-12-28,BUY_LOW,0.507,20.0,0.294,18.8,0.357,-42.0,True,PASSED
Precious Achiuwa,2025-12-30,BUY_LOW,0.507,20.0,0.333,20.0,0.387,-34.2,True,PASSED
Precious Achiuwa,2026-01-01,BUY_LOW,0.494,19.9,0.355,21.4,0.444,-28.1,True,PASSED
Precious Achiuwa,2026-01-02,BUY_LOW,0.497,20.0,0.395,22.2,0.44,-20.6,True,PASSED
Precious Achiuwa,2026-01-04,BUY_LOW,0.48,20.0,0.303,20.6,0.583,-36.8,True,PASSED
Quentin Grimes,2025-11-30,BUY_LOW,0.442,32.4,0.371,35.2,0.472,-15.9,True,PASSED
Quentin Grimes,2025-12-26,BUY_LOW,0.431,32.6,0.279,30.0,0.452,-35.2,True,PASSED
Quentin Grimes,2025-12-28,BUY_LOW,0.428,32.4,0.275,29.4,0.478,-35.8,True,PASSED
Quentin Grimes,2025-12-30,BUY_LOW,0.424,32.0,0.268,26.0,0.533,-36.7,True,PASSED
Quentin Grimes,2026-01-01,BUY_LOW,0.425,32.2,0.306,25.8,0.537,-28.0,True,PASSED
Quenton Jackson,2025-12-26,BUY_LOW,0.464,17.7,0.316,15.2,0.412,-32.0,True,PASSED
Quenton Jackson,2025-12-27,BUY_LOW,0.459,17.5,0.381,16.8,0.389,-17.0,True,PASSED
Quenton Jackson,2025-12-29,BUY_LOW,0.453,17.2,0.353,14.2,0.45,-22.1,True,PASSED
Quinten Post,2025-12-28,BUY_LOW,0.417,18.8,0.34,22.2,0.533,-18.5,True,PASSED
Quinten Post,2025-12-29,BUY_LOW,0.421,18.8,0.341,22.0,0.516,-19.0,True,PASSED
RJ Barrett,2025-11-15,BUY_LOW,0.503,31.8,0.42,30.8,0.515,-16.4,True,PASSED
RJ Barrett,2025-11-21,BUY_LOW,0.5,31.8,0.413,30.2,0.529,-17.3,True,PASSED
Reed Sheppard,2025-11-16,SELL_HIGH,0.485,22.5,0.6,24.6,0.493,23.6,True,PASSED
Reed Sheppard,2025-11-19,SELL_HIGH,0.491,23.0,0.574,27.0,0.485,16.9,True,PASSED
Reed Sheppard,2025-12-05,BUY_LOW,0.477,25.4,0.404,29.2,0.386,-15.4,False,PASSED
Reed Sheppard,2025-12-18,BUY_LOW,0.462,25.3,0.385,25.4,0.424,-16.8,True,PASSED
Reed Sheppard,2025-12-20,BUY_LOW,0.456,25.3,0.386,25.2,0.441,-15.4,True,PASSED
Reed Sheppard,2025-12-25,BUY_LOW,0.453,25.9,0.379,29.8,0.436,-16.4,True,PASSED
Ronald Holland II,2025-11-17,BUY_LOW,0.386,23.7,0.275,26.8,0.45,-28.9,True,PASSED
Ronald Holland II,2025-11-18,BUY_LOW,0.392,24.2,0.294,28.0,0.429,-24.9,True,PASSED
Ronald Holland II,2025-12-06,SELL_HIGH,0.42,21.1,0.514,17.2,0.341,22.4,True,PASSED
Royce O'Neale,2025-11-24,BUY_LOW,0.441,29.9,0.359,28.8,0.388,-18.6,True,PASSED
Royce O'Neale,2025-11-26,BUY_LOW,0.438,30.1,0.356,30.8,0.349,-18.9,False,PASSED
Royce O'Neale,2025-12-08,BUY_LOW,0.42,29.7,0.349,28.4,0.417,-16.8,True,PASSED
Royce O'Neale,2025-12-31,SELL_HIGH,0.434,29.4,0.515,28.8,0.37,18.6,True,PASSED
Royce O'Neale,2026-01-02,SELL_HIGH,0.433,29.4,0.528,28.2,0.405,21.8,True,PASSED
Rudy Gobert,2025-12-02,BUY_LOW,0.725,31.8,0.613,32.4,0.805,-15.5,True,PASSED
Rudy Gobert,2025-12-29,BUY_LOW,0.714,31.8,0.545,35.0,0.758,-23.6,True,PASSED
Rudy Gobert,2026-01-03,BUY_LOW,0.71,31.6,0.567,32.2,0.818,-20.2,True,PASSED
Rudy Gobert,2026-01-04,BUY_LOW,0.71,31.6,0.581,31.0,0.767,-18.2,True,PASSED
Rui Hachimura,2025-12-01,BUY_LOW,0.545,33.6,0.462,31.2,0.514,-15.3,True,PASSED
Rui Hachimura,2025-12-05,BUY_LOW,0.538,33.2,0.457,31.8,0.524,-15.1,True,PASSED
Rui Hachimura,2025-12-07,BUY_LOW,0.533,33.0,0.417,31.4,0.459,-21.9,True,PASSED
Russell Westbrook,2025-11-19,BUY_LOW,0.436,28.4,0.346,27.0,0.474,-20.5,True,PASSED
Russell Westbrook,2025-11-20,BUY_LOW,0.435,28.5,0.365,29.8,0.455,-16.1,True,PASSED
Russell Westbrook,2025-12-20,SELL_HIGH,0.442,29.0,0.516,32.4,0.375,16.7,True,PASSED
Ryan Dunn,2025-12-10,BUY_LOW,0.457,23.6,0.37,22.8,0.4,-19.0,True,PASSED
Ryan Dunn,2025-12-14,BUY_LOW,0.459,23.2,0.348,20.6,0.414,-24.2,True,PASSED
Ryan Dunn,2025-12-18,BUY_LOW,0.453,23.0,0.346,19.2,0.4,-23.6,True,PASSED
Ryan Dunn,2025-12-20,BUY_LOW,0.458,22.7,0.333,18.4,0.379,-27.2,True,PASSED
Ryan Dunn,2025-12-23,BUY_LOW,0.453,22.6,0.333,18.8,0.387,-26.4,True,PASSED
Ryan Nembhard,2025-12-27,BUY_LOW,0.482,21.3,0.366,24.6,0.455,-24.1,True,PASSED
Ryan Nembhard,2025-12-29,BUY_LOW,0.483,21.1,0.364,23.6,0.409,-24.7,True,PASSED
Ryan Nembhard,2026-01-01,BUY_LOW,0.47,20.9,0.317,21.8,0.483,-32.5,True,PASSED
Ryan Rollins,2025-11-26,BUY_LOW,0.492,31.5,0.415,32.0,0.458,-15.7,True,PASSED
Ryan Rollins,2025-12-01,BUY_LOW,0.483,32.4,0.405,35.4,0.431,-16.2,True,PASSED
Ryan Rollins,2025-12-03,BUY_LOW,0.481,32.3,0.4,34.6,0.438,-16.8,True,PASSED
Saddiq Bey,2025-11-22,BUY_LOW,0.407,26.4,0.333,27.6,0.507,-18.1,True,PASSED
Saddiq Bey,2025-11-24,BUY_LOW,0.414,26.5,0.319,26.2,0.521,-22.9,True,PASSED
Saddiq Bey,2025-12-11,SELL_HIGH,0.456,29.4,0.552,34.0,0.44,21.2,True,PASSED
Sam Hauser,2025-11-16,BUY_LOW,0.323,22.6,0.172,20.8,0.4,-46.6,True,PASSED
Sam Hauser,2025-11-18,BUY_LOW,0.312,21.5,0.167,17.8,0.441,-46.7,True,PASSED
Sam Hauser,2025-11-21,BUY_LOW,0.32,21.5,0.24,18.0,0.455,-25.1,True,PASSED
Sam Hauser,2025-11-23,BUY_LOW,0.311,21.1,0.231,17.4,0.5,-25.9,True,PASSED
Sam Hauser,2025-11-29,SELL_HIGH,0.339,21.2,0.4,17.4,0.444,18.0,False,PASSED
Sam Hauser,2025-11-30,SELL_HIGH,0.346,21.6,0.441,22.0,0.452,27.5,False,PASSED
Sam Hauser,2025-12-02,SELL_HIGH,0.353,22.3,0.455,24.6,0.314,28.8,True,PASSED
Sam Hauser,2025-12-04,SELL_HIGH,0.357,22.1,0.5,25.6,0.281,40.0,True,PASSED
Sam Hauser,2025-12-05,SELL_HIGH,0.356,22.1,0.438,24.4,0.375,22.8,True,PASSED
Sam Hauser,2025-12-07,SELL_HIGH,0.364,22.2,0.444,25.8,0.333,22.2,True,PASSED
Sam Hauser,2025-12-11,SELL_HIGH,0.366,22.3,0.452,25.0,0.29,23.2,True,PASSED
Sam Hauser,2025-12-19,BUY_LOW,0.343,21.6,0.281,19.4,0.515,-18.0,True,PASSED
Sam Hauser,2025-12-26,BUY_LOW,0.354,21.9,0.29,19.6,0.486,-18.0,True,PASSED
Sam Hauser,2025-12-28,SELL_HIGH,0.375,21.7,0.552,18.6,0.378,47.1,True,PASSED
Sam Hauser,2025-12-30,SELL_HIGH,0.371,21.6,0.515,21.6,0.395,39.0,True,PASSED
Sam Hauser,2026-01-03,SELL_HIGH,0.377,21.7,0.472,20.4,0.425,25.2,True,PASSED
Sam Merrill,2025-11-15,BUY_LOW,0.433,25.6,0.333,25.4,0.51,-23.0,True,PASSED
Sam Merrill,2025-11-17,BUY_LOW,0.443,25.7,0.315,27.2,0.521,-29.0,True,PASSED
Sam Merrill,2025-12-22,BUY_LOW,0.466,25.9,0.375,27.2,0.432,-19.4,True,PASSED
Sandro Mamukelashvili,2025-12-05,BUY_LOW,0.522,19.8,0.409,23.6,0.513,-21.7,True,PASSED
Sandro Mamukelashvili,2025-12-15,BUY_LOW,0.514,19.6,0.429,22.0,0.574,-16.7,True,PASSED
Sandro Mamukelashvili,2025-12-18,BUY_LOW,0.511,19.5,0.4,22.0,0.596,-21.7,True,PASSED
Santi Aldama,2025-11-22,SELL_HIGH,0.475,25.8,0.552,26.6,0.463,16.3,True,PASSED
Shaedon Sharpe,2025-11-16,SELL_HIGH,0.442,27.7,0.547,28.2,0.449,23.7,True,PASSED
Shaedon Sharpe,2025-11-18,SELL_HIGH,0.433,28.5,0.515,31.4,0.467,18.9,True,PASSED
Shaedon Sharpe,2025-11-26,SELL_HIGH,0.439,28.6,0.519,31.8,0.434,18.1,True,PASSED
Shaedon Sharpe,2025-12-22,SELL_HIGH,0.46,29.1,0.548,31.2,0.446,19.1,True,PASSED
Shaedon Sharpe,2025-12-23,SELL_HIGH,0.463,29.3,0.553,32.8,0.402,19.5,True,PASSED
Sidy Cissoko,2025-12-28,BUY_LOW,0.39,20.0,0.217,22.2,0.333,-44.3,True,PASSED
Sidy Cissoko,2025-12-29,BUY_LOW,0.375,20.1,0.182,20.8,0.436,-51.5,True,PASSED
Sidy Cissoko,2025-12-31,BUY_LOW,0.36,20.1,0.2,20.4,0.471,-44.5,True,PASSED
Sidy Cissoko,2026-01-03,BUY_LOW,0.379,20.4,0.312,21.4,0.481,-17.6,True,PASSED
Simone Fontecchio,2025-11-23,BUY_LOW,0.45,19.5,0.362,19.8,0.257,-19.6,False,PASSED
Simone Fontecchio,2025-11-24,BUY_LOW,0.438,19.5,0.312,19.8,0.281,-28.6,False,PASSED
Simone Fontecchio,2025-11-26,BUY_LOW,0.422,19.6,0.275,21.0,0.417,-34.9,True,PASSED
Simone Fontecchio,2025-12-01,BUY_LOW,0.423,18.9,0.238,18.2,0.359,-43.7,True,PASSED
Simone Fontecchio,2025-12-03,BUY_LOW,0.417,19.0,0.256,18.6,0.351,-38.5,True,PASSED
Simone Fontecchio,2025-12-05,BUY_LOW,0.409,19.1,0.257,17.8,0.361,-37.1,True,PASSED
Simone Fontecchio,2025-12-06,BUY_LOW,0.408,19.0,0.281,17.2,0.341,-31.1,True,PASSED
Simone Fontecchio,2025-12-23,BUY_LOW,0.388,19.5,0.222,20.6,0.368,-42.7,True,PASSED
Simone Fontecchio,2025-12-27,BUY_LOW,0.386,19.1,0.257,20.8,0.4,-33.3,True,PASSED
Simone Fontecchio,2025-12-29,BUY_LOW,0.385,18.6,0.273,16.2,0.385,-29.2,True,PASSED
Sion James,2025-11-15,BUY_LOW,0.523,27.0,0.375,32.2,0.208,-28.3,False,PASSED
Sion James,2025-11-17,BUY_LOW,0.486,26.9,0.343,31.2,0.19,-29.5,False,PASSED
Sion James,2025-11-19,BUY_LOW,0.461,26.8,0.258,29.6,0.3,-44.0,True,PASSED
Sion James,2025-11-22,BUY_LOW,0.438,26.5,0.2,29.2,0.333,-54.3,True,PASSED
Sion James,2025-11-23,BUY_LOW,0.439,26.2,0.222,27.4,0.32,-49.4,True,PASSED
Sion James,2025-11-26,BUY_LOW,0.438,26.5,0.208,25.4,0.333,-52.5,True,PASSED
Sion James,2025-11-28,BUY_LOW,0.419,26.5,0.19,25.4,0.4,-54.6,True,PASSED
Sion James,2025-11-29,BUY_LOW,0.427,26.2,0.3,24.4,0.348,-29.8,True,PASSED
Sion James,2025-12-01,BUY_LOW,0.416,26.4,0.333,25.8,0.444,-19.8,True,PASSED
Sion James,2025-12-03,BUY_LOW,0.411,26.4,0.32,27.2,0.433,-22.2,True,PASSED
Sion James,2025-12-05,BUY_LOW,0.416,26.6,0.333,26.8,0.4,-19.9,True,PASSED
Sion James,2025-12-12,BUY_LOW,0.412,26.0,0.348,25.6,0.4,-15.5,True,PASSED
Sion James,2025-12-29,BUY_LOW,0.404,25.7,0.333,21.6,0.421,-17.4,True,PASSED
Sion James,2025-12-31,BUY_LOW,0.396,25.8,0.286,23.4,0.5,-27.9,True,PASSED
Stephen Curry,2025-12-29,BUY_LOW,0.463,32.1,0.388,34.6,0.495,-16.0,True,PASSED
Stephon Castle,2026-01-03,BUY_LOW,0.484,30.7,0.406,31.8,0.339,-16.2,False,PASSED
Steven Adams,2025-11-21,BUY_LOW,0.491,22.2,0.4,22.4,0.65,-18.5,True,PASSED
Steven Adams,2025-11-24,BUY_LOW,0.509,22.3,0.36,22.6,0.591,-29.2,True,PASSED
Steven Adams,2025-11-30,BUY_LOW,0.508,21.9,0.375,22.4,0.632,-26.2,True,PASSED
Steven Adams,2025-12-03,BUY_LOW,0.508,21.5,0.375,22.2,0.48,-26.1,True,PASSED
Steven Adams,2025-12-11,SELL_HIGH,0.533,21.8,0.65,20.8,0.273,21.9,True,PASSED
Steven Adams,2025-12-18,SELL_HIGH,0.538,21.3,0.632,19.8,0.308,17.5,True,PASSED
Steven Adams,2025-12-23,BUY_LOW,0.479,21.8,0.304,23.4,0.565,-36.4,True,PASSED
Steven Adams,2025-12-25,BUY_LOW,0.474,21.5,0.273,20.2,0.577,-42.5,True,PASSED
Steven Adams,2025-12-27,BUY_LOW,0.48,21.7,0.286,21.8,0.6,-40.5,True,PASSED
Steven Adams,2025-12-29,BUY_LOW,0.481,21.7,0.308,23.0,0.632,-36.0,True,PASSED
Svi Mykhailiuk,2025-11-23,SELL_HIGH,0.478,26.6,0.571,25.6,0.5,19.6,True,PASSED
T.J. McConnell,2025-12-26,SELL_HIGH,0.556,16.8,0.7,17.8,0.513,25.8,True,PASSED
T.J. McConnell,2025-12-29,SELL_HIGH,0.566,16.7,0.743,17.2,0.439,31.2,True,PASSED
T.J. McConnell,2025-12-31,SELL_HIGH,0.555,16.7,0.684,17.4,0.51,23.3,True,PASSED
T.J. McConnell,2026-01-02,SELL_HIGH,0.548,16.7,0.639,17.2,0.526,16.6,True,PASSED
Taylor Hendricks,2025-12-20,SELL_HIGH,0.444,15.4,0.65,14.8,0.6,46.3,True,PASSED
Taylor Hendricks,2025-12-22,SELL_HIGH,0.462,15.1,0.667,16.8,0.5,44.4,True,PASSED
Taylor Hendricks,2025-12-26,SELL_HIGH,0.494,15.7,0.727,18.4,0.4,47.3,True,PASSED
Taylor Hendricks,2025-12-27,SELL_HIGH,0.494,15.1,0.706,15.6,0.5,43.0,True,PASSED
Taylor Hendricks,2025-12-30,SELL_HIGH,0.482,15.2,0.6,14.6,0.533,24.5,True,PASSED
Terance Mann,2025-11-16,BUY_LOW,0.489,27.0,0.4,27.0,0.296,-18.3,False,PASSED
Terance Mann,2025-11-18,BUY_LOW,0.471,27.2,0.355,25.8,0.393,-24.6,True,PASSED
Terance Mann,2025-11-21,BUY_LOW,0.462,27.1,0.344,26.8,0.375,-25.6,True,PASSED
Terance Mann,2025-11-23,BUY_LOW,0.455,27.5,0.361,29.6,0.357,-20.7,False,PASSED
Terance Mann,2025-11-24,BUY_LOW,0.448,27.1,0.344,27.4,0.419,-23.3,True,PASSED
Terance Mann,2025-11-28,BUY_LOW,0.446,26.6,0.296,25.6,0.441,-33.6,True,PASSED
Terance Mann,2025-12-04,BUY_LOW,0.442,26.8,0.375,25.8,0.519,-15.2,True,PASSED
Terance Mann,2025-12-06,BUY_LOW,0.436,26.4,0.357,23.0,0.571,-18.0,True,PASSED
Terance Mann,2025-12-23,SELL_HIGH,0.458,26.3,0.571,26.2,0.36,24.7,True,PASSED
Terance Mann,2026-01-02,BUY_LOW,0.441,26.4,0.333,27.8,0.471,-24.5,True,PASSED
Tim Hardaway Jr.,2025-11-28,BUY_LOW,0.448,23.7,0.378,24.6,0.491,-15.6,True,PASSED
Tobias Harris,2025-12-01,SELL_HIGH,0.496,30.0,0.635,27.4,0.345,28.0,True,PASSED
Tobias Harris,2025-12-18,BUY_LOW,0.448,29.3,0.345,27.8,0.464,-22.9,True,PASSED
Tobias Harris,2025-12-20,BUY_LOW,0.435,28.6,0.367,26.2,0.5,-15.6,True,PASSED
Tobias Harris,2025-12-22,BUY_LOW,0.443,28.6,0.372,25.8,0.5,-16.1,True,PASSED
Tre Johnson,2025-12-31,SELL_HIGH,0.457,23.2,0.547,23.4,0.451,19.8,True,PASSED
Tre Johnson,2026-01-04,SELL_HIGH,0.46,23.6,0.549,25.4,0.453,19.3,True,PASSED
Tre Jones,2025-12-12,SELL_HIGH,0.529,28.6,0.649,28.0,0.486,22.7,True,PASSED
Tre Jones,2025-12-14,SELL_HIGH,0.517,28.4,0.61,27.8,0.531,18.0,True,PASSED
Trendon Watford,2025-11-20,BUY_LOW,0.543,21.2,0.441,20.0,0.5,-18.7,True,PASSED
Trendon Watford,2025-11-23,BUY_LOW,0.514,20.6,0.4,17.8,0.643,-22.1,True,PASSED
Trey Murphy III,2025-11-17,SELL_HIGH,0.456,35.8,0.545,36.0,0.478,19.5,True,PASSED
Trey Murphy III,2025-11-22,SELL_HIGH,0.47,35.6,0.549,34.8,0.439,16.9,True,PASSED
Trey Murphy III,2025-12-14,SELL_HIGH,0.486,35.5,0.567,35.8,0.542,16.5,True,PASSED
Trey Murphy III,2025-12-18,SELL_HIGH,0.489,35.5,0.578,34.4,0.525,18.2,True,PASSED
Trey Murphy III,2025-12-20,SELL_HIGH,0.496,35.6,0.633,35.2,0.483,27.6,True,PASSED
Trey Murphy III,2025-12-22,SELL_HIGH,0.499,35.5,0.643,34.8,0.471,28.9,True,PASSED
Trey Murphy III,2025-12-23,SELL_HIGH,0.494,35.6,0.59,34.8,0.479,19.5,True,PASSED
Tristan da Silva,2025-12-09,BUY_LOW,0.45,23.4,0.3,22.2,0.41,-33.3,True,PASSED
Tristan da Silva,2025-12-13,BUY_LOW,0.45,23.6,0.294,23.6,0.343,-34.6,True,PASSED
Tristan da Silva,2025-12-26,BUY_LOW,0.439,23.1,0.286,21.8,0.417,-35.0,True,PASSED
Tristan da Silva,2025-12-27,BUY_LOW,0.437,23.1,0.242,21.0,0.444,-44.5,True,PASSED
Tristan da Silva,2025-12-29,BUY_LOW,0.446,23.3,0.35,22.0,0.412,-21.6,True,PASSED
Tristan da Silva,2026-01-02,BUY_LOW,0.434,23.2,0.343,21.2,0.55,-21.1,True,PASSED
Tyrese Martin,2025-11-23,SELL_HIGH,0.394,20.7,0.531,20.2,0.42,34.7,True,PASSED
Tyrese Martin,2025-11-24,SELL_HIGH,0.407,21.0,0.533,22.4,0.372,31.2,True,PASSED
Tyrese Martin,2025-11-28,SELL_HIGH,0.389,21.4,0.5,23.0,0.366,28.4,True,PASSED
Tyrese Martin,2025-11-29,SELL_HIGH,0.406,21.1,0.478,21.2,0.333,17.9,True,PASSED
Tyrese Maxey,2026-01-05,SELL_HIGH,0.475,39.8,0.55,39.6,0.51,15.8,True,PASSED
VJ Edgecombe,2025-11-17,BUY_LOW,0.408,37.4,0.297,35.4,0.413,-27.3,True,PASSED
VJ Edgecombe,2025-11-19,BUY_LOW,0.412,37.4,0.349,35.4,0.414,-15.3,True,PASSED
Vince Williams Jr.,2025-12-02,BUY_LOW,0.349,22.6,0.292,26.6,0.324,-16.5,True,PASSED
Vince Williams Jr.,2025-12-15,BUY_LOW,0.34,21.9,0.229,20.8,0.395,-32.7,True,PASSED
Vít Krejčí,2025-12-03,BUY_LOW,0.504,23.0,0.379,22.0,0.525,-24.7,True,PASSED
Vít Krejčí,2025-12-05,BUY_LOW,0.492,22.9,0.371,19.8,0.556,-24.6,True,PASSED
Vít Krejčí,2025-12-06,BUY_LOW,0.5,23.2,0.389,22.6,0.485,-22.2,True,PASSED
Vít Krejčí,2025-12-12,BUY_LOW,0.503,23.5,0.424,24.6,0.5,-15.7,True,PASSED
Walter Clayton Jr.,2025-11-28,BUY_LOW,0.377,15.9,0.25,14.2,0.452,-33.7,True,PASSED
Walter Clayton Jr.,2025-11-30,BUY_LOW,0.371,15.4,0.211,13.6,0.524,-43.2,True,PASSED
Walter Clayton Jr.,2025-12-01,BUY_LOW,0.382,15.6,0.294,13.6,0.5,-23.1,True,PASSED
Walter Clayton Jr.,2025-12-04,BUY_LOW,0.382,15.9,0.318,15.4,0.515,-16.6,True,PASSED
Walter Clayton Jr.,2025-12-18,SELL_HIGH,0.422,16.6,0.515,18.6,0.286,22.1,True,PASSED
Walter Clayton Jr.,2025-12-20,SELL_HIGH,0.43,16.5,0.516,16.6,0.409,20.1,True,PASSED
Walter Clayton Jr.,2025-12-22,SELL_HIGH,0.422,16.1,0.5,14.4,0.444,18.4,True,PASSED
Walter Clayton Jr.,2025-12-26,BUY_LOW,0.403,16.1,0.304,13.4,0.5,-24.5,True,PASSED
Wendell Carter Jr.,2025-11-20,SELL_HIGH,0.538,30.3,0.625,33.0,0.543,16.1,True,PASSED
Wendell Carter Jr.,2025-12-09,BUY_LOW,0.511,29.7,0.405,30.4,0.652,-20.7,True,PASSED
Wendell Carter Jr.,2025-12-22,SELL_HIGH,0.547,30.1,0.63,33.0,0.455,15.2,True,PASSED
Wendell Carter Jr.,2025-12-23,SELL_HIGH,0.541,30.1,0.652,32.2,0.451,20.6,True,PASSED
Will Richard,2025-11-26,BUY_LOW,0.544,17.7,0.435,17.2,0.481,-20.1,True,PASSED
Will Richard,2025-12-02,BUY_LOW,0.538,18.4,0.429,19.4,0.609,-20.3,True,PASSED
Will Richard,2025-12-20,BUY_LOW,0.533,19.1,0.45,22.0,0.517,-15.5,True,PASSED
Will Richard,2026-01-02,BUY_LOW,0.532,19.3,0.44,20.2,0.375,-17.4,False,PASSED
Will Richard,2026-01-03,BUY_LOW,0.515,19.5,0.421,23.0,0.364,-18.2,False,PASSED
Yves Missi,2026-01-02,SELL_HIGH,0.575,17.6,0.667,17.8,0.526,15.8,True,PASSED
Zaccharie Risacher,2025-11-28,BUY_LOW,0.446,24.5,0.373,24.4,0.476,-16.4,True,PASSED
Ziaire Williams,2025-11-16,BUY_LOW,0.392,22.0,0.317,24.4,0.361,-19.2,True,PASSED
Ziaire Williams,2025-12-18,SELL_HIGH,0.401,22.9,0.474,23.0,0.36,18.1,True,PASSED
Ziaire Williams,2025-12-21,SELL_HIGH,0.402,22.7,0.485,21.8,0.448,20.5,True,PASSED
Zion Williamson,2025-12-29,SELL_HIGH,0.539,28.4,0.641,25.2,0.607,18.9,True,PASSED
Zion Williamson,2025-12-31,SELL_HIGH,0.548,28.4,0.652,26.4,0.602,18.8,True,PASSED
