player,game_date,signal,season_fg,l5_fg,n5_fg,deviation,regression_occurred,regression_strength
Jalen Wilson,2025-11-16,BUY_LOW,0.385,0.321,0.25,-16.4,False,2.13
Jalen Wilson,2025-11-23,BUY_LOW,0.375,0.292,0.304,-22.2,True,0.85
Jalen Wilson,2025-11-24,BUY_LOW,0.386,0.25,0.273,-35.2,True,0.83
Jalen Wilson,2025-11-29,BUY_LOW,0.353,0.25,0.474,-29.2,True,1.17
Jalen Wilson,2025-12-04,BUY_LOW,0.368,0.304,0.417,-17.4,True,0.75
Jalen Wilson,2025-12-14,BUY_LOW,0.354,0.273,0.438,-23.1,True,1.02
Jalen Wilson,2025-12-27,SELL_HIGH,0.379,0.474,0.4,24.9,True,0.22
Jamal Murray,2025-12-05,SELL_HIGH,0.503,0.587,0.495,16.7,True,0.1
Jamal Murray,2025-12-07,SELL_HIGH,0.503,0.586,0.467,16.6,True,0.43
Jamal Shead,2025-11-15,BUY_LOW,0.424,0.36,0.412,-15.0,True,0.19
Jamal Shead,2025-11-29,BUY_LOW,0.417,0.353,0.212,-15.3,False,3.21
Jamal Shead,2025-12-02,BUY_LOW,0.385,0.25,0.326,-35.1,True,0.44
Jamal Shead,2025-12-04,BUY_LOW,0.365,0.214,0.362,-41.4,True,0.02
Jamal Shead,2025-12-05,BUY_LOW,0.362,0.12,0.364,-66.8,True,0.01
Jamal Shead,2025-12-07,BUY_LOW,0.359,0.212,0.375,-40.9,True,0.11
Jamal Shead,2025-12-09,BUY_LOW,0.362,0.27,0.333,-25.4,True,0.31
Jamaree Bouyea,2025-12-27,BUY_LOW,0.569,0.444,0.545,-22.0,True,0.19
James Harden,2025-12-03,BUY_LOW,0.435,0.346,0.458,-20.5,True,0.25
Jamison Battle,2025-12-28,BUY_LOW,0.596,0.4,0.571,-32.9,True,0.13
Jamison Battle,2025-12-29,BUY_LOW,0.596,0.462,0.462,-22.6,False,1.0
Jarace Walker,2025-11-15,BUY_LOW,0.297,0.22,0.486,-26.0,True,2.45
Jarace Walker,2025-11-17,BUY_LOW,0.293,0.208,0.543,-28.8,True,2.97
Jarace Walker,2025-11-19,BUY_LOW,0.298,0.2,0.5,-32.9,True,2.06
Jarace Walker,2025-11-21,BUY_LOW,0.306,0.216,0.474,-29.3,True,1.88
Jarace Walker,2025-11-24,BUY_LOW,0.307,0.257,0.45,-16.2,True,2.89
Jarace Walker,2025-11-26,SELL_HIGH,0.335,0.486,0.378,44.9,True,0.29
Jarace Walker,2025-11-28,SELL_HIGH,0.341,0.543,0.355,59.4,True,0.07
Jarace Walker,2025-11-29,SELL_HIGH,0.34,0.5,0.407,46.9,True,0.42
Jarace Walker,2025-12-01,SELL_HIGH,0.338,0.474,0.407,40.0,True,0.51
Jarace Walker,2025-12-03,SELL_HIGH,0.335,0.45,0.438,34.3,True,0.89
Jarace Walker,2025-12-12,SELL_HIGH,0.349,0.407,0.297,16.9,True,0.87
Jarace Walker,2025-12-14,SELL_HIGH,0.347,0.407,0.268,17.5,True,1.3
Jarace Walker,2025-12-18,SELL_HIGH,0.349,0.438,0.27,25.4,True,0.89
Jarace Walker,2025-12-20,SELL_HIGH,0.351,0.414,0.235,17.7,True,1.86
Jarace Walker,2025-12-26,BUY_LOW,0.335,0.268,0.567,-19.8,True,3.5
Jarace Walker,2025-12-27,BUY_LOW,0.338,0.27,0.6,-20.1,True,3.85
Jarace Walker,2025-12-29,BUY_LOW,0.337,0.235,0.613,-30.2,True,2.71
Jarace Walker,2026-01-02,SELL_HIGH,0.352,0.438,0.467,24.3,False,1.34
Jarace Walker,2026-01-04,SELL_HIGH,0.358,0.567,0.424,58.1,True,0.32
Jared McCain,2025-12-02,SELL_HIGH,0.352,0.418,0.425,18.8,False,1.1
Jared McCain,2025-12-04,SELL_HIGH,0.378,0.448,0.324,18.6,True,0.78
Jared McCain,2025-12-05,SELL_HIGH,0.386,0.453,0.316,17.2,True,1.06
Jared McCain,2025-12-26,BUY_LOW,0.351,0.279,0.355,-20.6,True,0.05
Jared McCain,2025-12-28,BUY_LOW,0.35,0.283,0.346,-19.3,True,0.06
Jaren Jackson Jr.,2025-11-24,BUY_LOW,0.47,0.386,0.459,-17.8,True,0.13
Jaren Jackson Jr.,2025-11-28,BUY_LOW,0.461,0.381,0.481,-17.2,True,0.26
Jarred Vanderbilt,2025-12-18,BUY_LOW,0.429,0.357,0.48,-16.7,True,0.72
Jarred Vanderbilt,2025-12-20,BUY_LOW,0.429,0.353,0.571,-17.6,True,1.89
Jarred Vanderbilt,2025-12-23,BUY_LOW,0.418,0.353,0.619,-15.5,True,3.1
Jarred Vanderbilt,2026-01-02,SELL_HIGH,0.464,0.571,0.5,23.1,True,0.33
Jarred Vanderbilt,2026-01-04,SELL_HIGH,0.466,0.619,0.444,32.9,True,0.14
Jarrett Allen,2025-12-27,SELL_HIGH,0.597,0.743,0.593,24.5,True,0.03
Jarrett Allen,2025-12-29,SELL_HIGH,0.603,0.759,0.567,25.8,True,0.23
Javonte Green,2025-11-18,SELL_HIGH,0.396,0.457,0.5,15.4,False,1.71
Javonte Green,2025-11-22,SELL_HIGH,0.406,0.478,0.545,17.7,False,1.93
Javonte Green,2025-11-24,SELL_HIGH,0.424,0.553,0.375,30.3,True,0.38
Javonte Green,2025-11-26,SELL_HIGH,0.426,0.576,0.417,35.2,True,0.06
Javonte Green,2025-11-28,SELL_HIGH,0.417,0.609,0.417,45.8,True,0.0
Javonte Green,2025-11-29,SELL_HIGH,0.41,0.5,0.526,22.1,False,1.29
Javonte Green,2025-12-01,SELL_HIGH,0.421,0.545,0.458,29.7,True,0.3
Javonte Green,2025-12-12,SELL_HIGH,0.427,0.526,0.37,23.1,True,0.58
Javonte Green,2025-12-28,BUY_LOW,0.423,0.357,0.528,-15.6,True,1.58
Jaxson Hayes,2025-12-01,SELL_HIGH,0.75,0.882,0.6,17.6,True,1.13
Jaxson Hayes,2025-12-20,SELL_HIGH,0.767,0.933,0.812,21.7,True,0.27
Jaxson Hayes,2025-12-23,SELL_HIGH,0.766,0.941,0.786,22.8,True,0.11
Jaxson Hayes,2025-12-30,SELL_HIGH,0.766,0.938,0.833,22.4,True,0.39
Jaxson Hayes,2026-01-02,SELL_HIGH,0.78,0.95,0.684,21.7,True,0.57
Jaxson Hayes,2026-01-04,SELL_HIGH,0.784,0.909,0.684,15.9,True,0.8
Jay Huff,2025-11-29,SELL_HIGH,0.412,0.476,0.486,15.5,False,1.15
Jay Huff,2025-12-03,SELL_HIGH,0.436,0.564,0.405,29.4,True,0.24
Jay Huff,2025-12-05,SELL_HIGH,0.424,0.541,0.421,27.3,True,0.03
Jay Huff,2025-12-08,SELL_HIGH,0.438,0.583,0.366,33.3,True,0.49
Jay Huff,2025-12-27,BUY_LOW,0.413,0.333,0.481,-19.2,True,0.87
Jaylen Clark,2025-11-24,BUY_LOW,0.444,0.368,0.308,-17.1,False,1.8
Jaylen Clark,2025-11-26,BUY_LOW,0.421,0.353,0.421,-16.2,True,0.0
Jaylen Clark,2025-11-29,BUY_LOW,0.414,0.294,0.478,-28.9,True,0.54
Jaylen Clark,2025-11-30,BUY_LOW,0.393,0.2,0.545,-49.2,True,0.79
Jaylen Clark,2025-12-04,BUY_LOW,0.418,0.308,0.455,-26.4,True,0.33
Jaylen Clark,2025-12-12,SELL_HIGH,0.434,0.545,0.385,25.8,True,0.44
Jaylen Clark,2025-12-23,BUY_LOW,0.415,0.308,0.474,-25.8,True,0.55
Jaylen Clark,2025-12-31,SELL_HIGH,0.431,0.5,0.471,16.0,True,0.57
Jaylen Wells,2025-11-15,SELL_HIGH,0.365,0.463,0.449,26.9,True,0.85
Jaylen Wells,2025-11-20,SELL_HIGH,0.371,0.438,0.52,18.0,False,2.23
Jaylen Wells,2025-11-26,SELL_HIGH,0.389,0.449,0.651,15.5,False,4.35
Jaylen Wells,2025-11-28,SELL_HIGH,0.414,0.538,0.575,30.1,False,1.29
Jaylen Wells,2025-11-30,SELL_HIGH,0.409,0.52,0.587,27.0,False,1.6
Jaylen Wells,2025-12-02,SELL_HIGH,0.419,0.565,0.549,34.8,True,0.89
Jaylen Wells,2025-12-05,SELL_HIGH,0.43,0.644,0.491,49.9,True,0.28
Jaylen Wells,2025-12-07,SELL_HIGH,0.44,0.651,0.407,47.9,True,0.16
Jaylen Wells,2025-12-12,SELL_HIGH,0.442,0.575,0.371,29.9,True,0.54
Jaylen Wells,2025-12-15,SELL_HIGH,0.444,0.587,0.368,32.3,True,0.52
Jaylen Wells,2025-12-17,SELL_HIGH,0.446,0.549,0.364,23.2,True,0.8
Jaylen Wells,2025-12-28,BUY_LOW,0.431,0.364,0.361,-15.6,False,1.04
Jaylen Wells,2025-12-30,BUY_LOW,0.429,0.358,0.355,-16.4,False,1.05
Jaylin Williams,2025-11-23,SELL_HIGH,0.345,0.423,0.429,22.5,False,1.07
Jaylin Williams,2025-11-30,SELL_HIGH,0.374,0.5,0.25,33.8,True,0.98
Jaylin Williams,2025-12-02,SELL_HIGH,0.365,0.483,0.3,32.1,True,0.56
Jaylin Williams,2025-12-05,SELL_HIGH,0.362,0.429,0.318,18.4,True,0.66
Jaylon Tyson,2025-12-14,SELL_HIGH,0.531,0.648,0.5,22.1,True,0.26
Jerami Grant,2025-12-02,BUY_LOW,0.445,0.377,0.388,-15.4,True,0.84
Jeremiah Fears,2025-11-22,SELL_HIGH,0.462,0.534,0.391,15.7,True,0.99
Jeremiah Fears,2025-12-27,BUY_LOW,0.439,0.37,0.45,-15.8,True,0.16
Jeremiah Fears,2025-12-29,BUY_LOW,0.436,0.351,0.444,-19.5,True,0.1
Jeremiah Fears,2025-12-31,BUY_LOW,0.435,0.357,0.417,-18.0,True,0.24
Jeremiah Fears,2026-01-02,BUY_LOW,0.432,0.36,0.478,-16.6,True,0.64
Jeremy Sochan,2025-11-30,BUY_LOW,0.492,0.375,0.538,-23.7,True,0.4
Jeremy Sochan,2025-12-02,BUY_LOW,0.492,0.357,0.52,-27.4,True,0.21
Jeremy Sochan,2025-12-05,BUY_LOW,0.5,0.423,0.462,-15.4,True,0.5
Jeremy Sochan,2025-12-25,BUY_LOW,0.494,0.4,0.375,-19.1,False,1.27
Jett Howard,2025-12-07,SELL_HIGH,0.449,0.525,0.429,16.9,True,0.27
Jett Howard,2025-12-27,BUY_LOW,0.421,0.316,0.136,-25.0,False,2.7
Jimmy Butler III,2025-11-18,SELL_HIGH,0.526,0.615,0.529,17.1,True,0.04
Jimmy Butler III,2025-12-18,BUY_LOW,0.51,0.426,0.534,-16.4,True,0.3
Jock Landale,2025-11-20,BUY_LOW,0.518,0.415,0.545,-19.9,True,0.27
Jock Landale,2025-12-23,BUY_LOW,0.513,0.435,0.562,-15.2,True,0.64
John Collins,2025-11-16,BUY_LOW,0.5,0.417,0.444,-16.7,True,0.67
John Collins,2025-11-20,BUY_LOW,0.504,0.391,0.432,-22.3,True,0.64
John Collins,2025-12-30,SELL_HIGH,0.511,0.591,0.721,15.7,False,2.62
John Collins,2026-01-01,SELL_HIGH,0.516,0.628,0.744,21.8,False,2.04
John Collins,2026-01-03,SELL_HIGH,0.517,0.667,0.722,28.9,False,1.37
John Collins,2026-01-05,SELL_HIGH,0.53,0.727,0.646,37.3,True,0.59
Johnny Furphy,2026-01-02,SELL_HIGH,0.527,0.609,0.52,15.4,True,0.09
Johnny Furphy,2026-01-04,SELL_HIGH,0.525,0.636,0.55,21.3,True,0.23
Jonas Valančiūnas,2025-12-07,SELL_HIGH,0.576,0.68,0.649,18.1,True,0.7
Jonas Valančiūnas,2025-12-15,SELL_HIGH,0.589,0.688,0.583,16.8,True,0.05
Jonas Valančiūnas,2025-12-18,SELL_HIGH,0.596,0.733,0.5,23.1,True,0.7
Jonas Valančiūnas,2025-12-20,SELL_HIGH,0.599,0.742,0.485,23.9,True,0.79
Jonathan Isaac,2025-12-26,BUY_LOW,0.438,0.357,0.545,-18.4,True,1.34
Jonathan Isaac,2025-12-27,BUY_LOW,0.424,0.312,0.6,-26.3,True,1.57
Jonathan Isaac,2025-12-29,BUY_LOW,0.426,0.308,0.667,-27.9,True,2.02
Jonathan Kuminga,2025-11-11,BUY_LOW,0.468,0.377,0.425,-19.5,True,0.47
Jonathan Kuminga,2025-11-12,BUY_LOW,0.481,0.407,0.293,-15.4,False,2.55
Jonathan Kuminga,2025-11-29,BUY_LOW,0.478,0.375,0.289,-21.5,False,1.84
Jordan Clarkson,2025-11-12,SELL_HIGH,0.473,0.6,0.5,26.9,True,0.21
Jordan Clarkson,2025-11-14,SELL_HIGH,0.468,0.588,0.509,25.6,True,0.34
Jordan Clarkson,2025-11-17,SELL_HIGH,0.467,0.538,0.532,15.2,True,0.91
Jordan Clarkson,2025-12-03,BUY_LOW,0.447,0.36,0.35,-19.5,False,1.11
Jordan Clarkson,2025-12-05,BUY_LOW,0.441,0.319,0.395,-27.7,True,0.38
Jordan Clarkson,2025-12-07,BUY_LOW,0.438,0.302,0.444,-31.0,True,0.05
Jordan Clarkson,2025-12-09,BUY_LOW,0.426,0.311,0.556,-27.0,True,1.12
Jordan Clarkson,2025-12-13,BUY_LOW,0.43,0.333,0.486,-22.5,True,0.59
Jordan Clarkson,2025-12-18,BUY_LOW,0.429,0.35,0.51,-18.3,True,1.03
Jordan Clarkson,2025-12-23,SELL_HIGH,0.446,0.556,0.429,24.5,True,0.16
Jordan Goodwin,2025-11-18,SELL_HIGH,0.429,0.5,0.46,16.7,True,0.44
Jordan Goodwin,2025-11-21,SELL_HIGH,0.425,0.488,0.453,15.0,True,0.44
Jordan Goodwin,2025-11-23,SELL_HIGH,0.451,0.543,0.412,20.4,True,0.43
Jordan Goodwin,2025-11-24,SELL_HIGH,0.454,0.54,0.413,19.0,True,0.47
Jordan Goodwin,2025-12-26,BUY_LOW,0.414,0.348,0.327,-16.0,False,1.32
Jordan Goodwin,2025-12-27,BUY_LOW,0.406,0.279,0.411,-31.3,True,0.03
Jordan Goodwin,2025-12-29,BUY_LOW,0.407,0.312,0.431,-23.2,True,0.26
Jordan Goodwin,2026-01-02,BUY_LOW,0.395,0.302,0.449,-23.5,True,0.59
Jordan Goodwin,2026-01-04,BUY_LOW,0.398,0.327,0.382,-17.9,True,0.22
Jordan Hawkins,2025-11-19,SELL_HIGH,0.314,0.37,0.4,17.8,False,1.53
Jordan Hawkins,2025-11-21,SELL_HIGH,0.325,0.419,0.382,29.2,True,0.61
Jordan Hawkins,2025-11-22,SELL_HIGH,0.317,0.387,0.412,22.1,False,1.35
Jordan Hawkins,2025-12-02,SELL_HIGH,0.337,0.41,0.364,21.8,True,0.37
Jordan Hawkins,2025-12-04,SELL_HIGH,0.343,0.4,0.294,16.7,True,0.85
Jordan Hawkins,2025-12-08,SELL_HIGH,0.345,0.412,0.286,19.4,True,0.88
Jordan Hawkins,2025-12-11,SELL_HIGH,0.342,0.429,0.3,25.4,True,0.48
Jordan Hawkins,2025-12-31,BUY_LOW,0.338,0.286,0.211,-15.6,False,2.43
Jordan Walsh,2025-12-05,SELL_HIGH,0.564,0.704,0.647,24.7,True,0.59
Jordan Walsh,2025-12-07,SELL_HIGH,0.588,0.786,0.571,33.6,True,0.09
Jordan Walsh,2025-12-11,SELL_HIGH,0.581,0.765,0.591,31.7,True,0.06
Jordan Walsh,2025-12-15,SELL_HIGH,0.602,0.811,0.467,34.7,True,0.65
Jordan Walsh,2025-12-19,SELL_HIGH,0.604,0.778,0.438,28.8,True,0.96
Jordan Walsh,2025-12-30,BUY_LOW,0.585,0.467,0.5,-20.2,True,0.72
Jordan Walsh,2026-01-01,BUY_LOW,0.582,0.438,0.467,-24.8,True,0.8
Jordan Walsh,2026-01-03,BUY_LOW,0.577,0.455,0.412,-21.3,False,1.35
Jose Alvarado,2025-12-11,SELL_HIGH,0.447,0.561,0.32,25.5,True,1.11
Jose Alvarado,2025-12-14,SELL_HIGH,0.439,0.541,0.381,23.3,True,0.56
Jose Alvarado,2025-12-22,BUY_LOW,0.43,0.357,0.44,-16.9,True,0.14
Jose Alvarado,2025-12-23,BUY_LOW,0.431,0.32,0.393,-25.8,True,0.35
Josh Giddey,2025-12-05,SELL_HIGH,0.486,0.565,0.435,16.3,True,0.65
Josh Hart,2025-11-14,SELL_HIGH,0.444,0.535,0.522,20.3,True,0.85
Josh Minott,2025-11-16,SELL_HIGH,0.467,0.567,0.684,21.4,False,2.18
Josh Minott,2025-11-23,SELL_HIGH,0.475,0.571,0.571,20.3,False,1.0
Josh Minott,2025-11-26,SELL_HIGH,0.511,0.667,0.481,30.4,True,0.19
Josh Minott,2025-11-29,SELL_HIGH,0.511,0.684,0.5,34.0,True,0.06
Josh Minott,2025-11-30,SELL_HIGH,0.515,0.714,0.5,38.6,True,0.08
Josh Minott,2025-12-15,SELL_HIGH,0.512,0.619,0.375,20.9,True,1.28
Josh Okogie,2025-11-14,BUY_LOW,0.481,0.375,0.393,-22.1,True,0.83
Josh Okogie,2025-11-21,BUY_LOW,0.477,0.364,0.31,-23.8,False,1.47
Josh Okogie,2025-11-30,BUY_LOW,0.437,0.292,0.5,-33.2,True,0.44
Josh Okogie,2025-12-01,BUY_LOW,0.43,0.3,0.562,-30.3,True,1.02
Josh Okogie,2025-12-03,BUY_LOW,0.426,0.31,0.667,-27.1,True,2.09
Josh Okogie,2025-12-05,BUY_LOW,0.423,0.308,0.643,-27.2,True,1.91
Josh Okogie,2025-12-15,SELL_HIGH,0.45,0.562,0.519,25.1,True,0.61
Josh Okogie,2025-12-18,SELL_HIGH,0.475,0.667,0.318,40.5,True,0.81
Josh Okogie,2025-12-20,SELL_HIGH,0.472,0.643,0.368,36.2,True,0.61
Josh Okogie,2025-12-21,SELL_HIGH,0.477,0.6,0.312,25.8,True,1.34
Josh Okogie,2025-12-27,BUY_LOW,0.45,0.318,0.438,-29.3,True,0.09
Josh Okogie,2025-12-29,BUY_LOW,0.458,0.368,0.286,-19.6,False,1.92
Josh Okogie,2026-01-01,BUY_LOW,0.459,0.312,0.267,-31.9,False,1.31
Josh Okogie,2026-01-03,BUY_LOW,0.457,0.375,0.167,-17.9,False,3.54
Julian Champagnie,2025-11-23,SELL_HIGH,0.434,0.5,0.327,15.3,True,1.6
Julian Champagnie,2025-12-03,BUY_LOW,0.399,0.327,0.553,-17.9,True,2.15
Julian Champagnie,2025-12-13,SELL_HIGH,0.433,0.535,0.312,23.6,True,1.18
Julian Champagnie,2025-12-18,SELL_HIGH,0.427,0.553,0.3,29.4,True,1.01
Julian Champagnie,2025-12-19,SELL_HIGH,0.428,0.513,0.226,19.8,True,2.38
Julian Champagnie,2025-12-25,BUY_LOW,0.416,0.312,0.362,-24.9,True,0.53
Julian Champagnie,2025-12-27,BUY_LOW,0.411,0.3,0.431,-27.0,True,0.18
Julian Champagnie,2025-12-29,BUY_LOW,0.402,0.226,0.508,-43.9,True,0.6
Julian Champagnie,2025-12-31,BUY_LOW,0.404,0.25,0.47,-38.1,True,0.43
Julian Phillips,2025-12-07,SELL_HIGH,0.442,0.55,0.385,24.3,True,0.54
Julius Randle,2025-11-29,BUY_LOW,0.498,0.378,0.48,-24.1,True,0.15
Julius Randle,2025-12-02,BUY_LOW,0.502,0.418,0.486,-16.7,True,0.19
Julius Randle,2025-12-04,BUY_LOW,0.498,0.412,0.481,-17.4,True,0.2
Julius Randle,2025-12-23,BUY_LOW,0.481,0.4,0.5,-16.9,True,0.23
Julius Randle,2025-12-25,BUY_LOW,0.482,0.407,0.519,-15.6,True,0.5
Justin Champagnie,2025-12-06,SELL_HIGH,0.41,0.481,0.457,17.5,True,0.66
Justin Champagnie,2025-12-12,SELL_HIGH,0.443,0.515,0.375,16.3,True,0.94
Justin Champagnie,2025-12-14,SELL_HIGH,0.432,0.5,0.457,15.6,True,0.37
Justin Champagnie,2026-01-02,SELL_HIGH,0.453,0.541,0.614,19.3,False,1.84
Justin Champagnie,2026-01-04,SELL_HIGH,0.477,0.571,0.553,19.8,True,0.8
Justin Edwards,2025-11-19,SELL_HIGH,0.453,0.533,0.368,17.8,True,1.05
Justin Edwards,2025-11-25,BUY_LOW,0.416,0.324,0.387,-22.0,True,0.31
Justin Edwards,2025-11-28,BUY_LOW,0.44,0.351,0.292,-20.2,False,1.67
Justin Edwards,2025-12-12,BUY_LOW,0.407,0.292,0.15,-28.4,False,2.22
Justin Edwards,2025-12-14,BUY_LOW,0.389,0.273,0.188,-30.0,False,1.73
Justin Edwards,2025-12-19,BUY_LOW,0.373,0.24,0.35,-35.6,True,0.17
Justin Edwards,2025-12-20,BUY_LOW,0.377,0.25,0.294,-33.7,True,0.65
Justin Edwards,2025-12-23,BUY_LOW,0.374,0.133,0.294,-64.3,True,0.33
Justin Edwards,2025-12-26,BUY_LOW,0.367,0.15,0.333,-59.1,True,0.16
Jusuf Nurkić,2025-11-11,BUY_LOW,0.347,0.275,0.484,-20.7,True,1.91
Jusuf Nurkić,2025-11-23,SELL_HIGH,0.387,0.484,0.643,25.1,False,2.64
Jusuf Nurkić,2025-11-24,SELL_HIGH,0.411,0.548,0.585,33.5,False,1.27
Jusuf Nurkić,2025-11-28,SELL_HIGH,0.424,0.567,0.523,33.7,True,0.69
Jusuf Nurkić,2025-11-30,SELL_HIGH,0.429,0.594,0.556,38.5,True,0.77
Jusuf Nurkić,2025-12-01,SELL_HIGH,0.451,0.618,0.522,36.9,True,0.42
Jusuf Nurkić,2025-12-05,SELL_HIGH,0.459,0.643,0.5,39.9,True,0.22
Jusuf Nurkić,2025-12-07,SELL_HIGH,0.458,0.585,0.537,27.9,True,0.62
Jusuf Nurkić,2025-12-12,SELL_HIGH,0.451,0.523,0.61,16.0,False,2.21
Jusuf Nurkić,2025-12-18,SELL_HIGH,0.462,0.556,0.568,20.3,False,1.13
Karl-Anthony Towns,2025-12-03,SELL_HIGH,0.46,0.56,0.535,21.7,True,0.75
Karl-Anthony Towns,2025-12-19,SELL_HIGH,0.474,0.573,0.486,20.9,True,0.12
Keaton Wallace,2025-11-18,BUY_LOW,0.426,0.344,0.471,-19.3,True,0.54
Keaton Wallace,2025-11-23,BUY_LOW,0.429,0.348,0.429,-18.8,True,0.0
Keaton Wallace,2025-12-05,BUY_LOW,0.419,0.294,0.286,-29.7,False,1.07
Keaton Wallace,2025-12-06,BUY_LOW,0.409,0.278,0.357,-32.1,True,0.4
Keaton Wallace,2025-12-12,BUY_LOW,0.4,0.263,0.385,-34.2,True,0.11
Keaton Wallace,2025-12-14,BUY_LOW,0.4,0.263,0.5,-34.2,True,0.73
Keaton Wallace,2025-12-19,BUY_LOW,0.396,0.263,0.5,-33.5,True,0.79
Keaton Wallace,2025-12-23,BUY_LOW,0.4,0.286,0.471,-28.6,True,0.62
Keaton Wallace,2025-12-31,SELL_HIGH,0.411,0.5,0.529,21.6,False,1.33
Kel'el Ware,2025-11-19,SELL_HIGH,0.544,0.63,0.5,15.9,True,0.51
Kel'el Ware,2025-12-23,SELL_HIGH,0.56,0.674,0.532,20.2,True,0.25
Kel'el Ware,2025-12-27,SELL_HIGH,0.556,0.643,0.551,15.5,True,0.06
Keldon Johnson,2025-11-16,BUY_LOW,0.548,0.425,0.623,-22.5,True,0.6
Kenrich Williams,2025-12-31,SELL_HIGH,0.526,0.609,0.438,15.7,True,1.08
Kenrich Williams,2026-01-04,BUY_LOW,0.5,0.375,0.591,-25.0,True,0.73
Kentavious Caldwell-Pope,2025-11-15,SELL_HIGH,0.351,0.414,0.407,18.1,True,0.9
Kentavious Caldwell-Pope,2025-11-18,SELL_HIGH,0.356,0.52,0.346,45.9,True,0.06
Kentavious Caldwell-Pope,2025-11-20,SELL_HIGH,0.355,0.417,0.367,17.3,True,0.19
Kentavious Caldwell-Pope,2025-12-02,SELL_HIGH,0.371,0.467,0.414,25.9,True,0.45
Kentavious Caldwell-Pope,2025-12-12,SELL_HIGH,0.382,0.5,0.425,30.8,True,0.36
Kentavious Caldwell-Pope,2025-12-15,SELL_HIGH,0.377,0.467,0.459,23.7,True,0.92
Kentavious Caldwell-Pope,2025-12-26,SELL_HIGH,0.392,0.459,0.488,17.2,False,1.42
Kentavious Caldwell-Pope,2025-12-28,SELL_HIGH,0.402,0.5,0.463,24.4,True,0.63
Kentavious Caldwell-Pope,2026-01-02,SELL_HIGH,0.402,0.543,0.45,35.1,True,0.34
Kentavious Caldwell-Pope,2026-01-04,SELL_HIGH,0.41,0.579,0.415,41.0,True,0.02
Keon Ellis,2025-11-26,BUY_LOW,0.44,0.35,0.214,-20.5,False,2.5
Keon Ellis,2025-11-28,BUY_LOW,0.438,0.353,0.167,-19.5,False,3.18
Keon Ellis,2025-11-30,BUY_LOW,0.429,0.312,0.263,-27.1,False,1.43
Keon Ellis,2025-12-03,BUY_LOW,0.429,0.333,0.286,-22.2,False,1.5
Keon Ellis,2025-12-06,BUY_LOW,0.411,0.182,0.333,-55.7,True,0.34
Keon Ellis,2025-12-08,BUY_LOW,0.408,0.214,0.292,-47.5,True,0.6
Keon Ellis,2025-12-11,BUY_LOW,0.406,0.167,0.261,-58.9,True,0.61
Keon Ellis,2025-12-18,BUY_LOW,0.4,0.263,0.379,-34.2,True,0.15
Keon Ellis,2025-12-20,BUY_LOW,0.395,0.286,0.36,-27.7,True,0.32
Keon Ellis,2025-12-21,BUY_LOW,0.395,0.333,0.333,-15.6,False,1.0
Keon Ellis,2025-12-23,BUY_LOW,0.385,0.292,0.432,-24.3,True,0.5
Keon Ellis,2025-12-27,BUY_LOW,0.379,0.261,0.435,-31.2,True,0.47
Kevin Huerter,2025-11-28,BUY_LOW,0.484,0.395,0.435,-18.5,True,0.55
Kevin Huerter,2025-12-01,BUY_LOW,0.48,0.4,0.489,-16.7,True,0.1
Kevin Love,2025-12-07,SELL_HIGH,0.436,0.536,0.386,22.8,True,0.5
Keyonte George,2025-11-30,SELL_HIGH,0.449,0.533,0.375,18.7,True,0.88
Khris Middleton,2026-01-02,BUY_LOW,0.446,0.282,0.343,-36.7,True,0.63
Klay Thompson,2025-12-01,SELL_HIGH,0.368,0.424,0.377,15.0,True,0.16
Klay Thompson,2025-12-03,SELL_HIGH,0.374,0.467,0.333,24.6,True,0.45
Klay Thompson,2025-12-05,SELL_HIGH,0.373,0.45,0.333,20.7,True,0.51
Klay Thompson,2025-12-15,SELL_HIGH,0.369,0.429,0.37,16.1,True,0.02
Kobe Brown,2025-12-20,BUY_LOW,0.377,0.304,0.4,-19.3,True,0.32
Kobe Brown,2025-12-23,BUY_LOW,0.377,0.316,0.4,-16.2,True,0.37
Kobe Brown,2025-12-30,BUY_LOW,0.371,0.278,0.333,-25.1,True,0.4
Kobe Brown,2026-01-01,BUY_LOW,0.369,0.214,0.333,-42.0,True,0.23
Kobe Sanders,2025-12-15,SELL_HIGH,0.414,0.5,0.667,20.8,False,2.93
Kobe Sanders,2025-12-18,SELL_HIGH,0.422,0.611,0.588,44.7,True,0.88
Kobe Sanders,2025-12-23,SELL_HIGH,0.429,0.5,0.542,16.7,False,1.58
Kobe Sanders,2025-12-26,SELL_HIGH,0.447,0.625,0.45,39.9,True,0.02
Kobe Sanders,2025-12-28,SELL_HIGH,0.457,0.667,0.471,45.8,True,0.06
Kobe Sanders,2025-12-30,SELL_HIGH,0.449,0.588,0.457,31.1,True,0.06
Kobe Sanders,2026-01-01,SELL_HIGH,0.443,0.55,0.441,24.0,True,0.02
Kobe Sanders,2026-01-03,SELL_HIGH,0.451,0.542,0.393,20.2,True,0.64
Kon Knueppel,2025-11-23,SELL_HIGH,0.488,0.564,0.394,15.5,True,1.24
Kon Knueppel,2025-12-03,BUY_LOW,0.465,0.394,0.494,-15.2,True,0.4
Kon Knueppel,2025-12-05,BUY_LOW,0.457,0.343,0.549,-25.0,True,0.8
Kon Knueppel,2025-12-20,SELL_HIGH,0.477,0.549,0.517,15.1,True,0.56
